Id,Class,Year,Season,State,Follow Up
8527,Class A,1988,Summer,Arkansas,yes
8861,Class B,1988,Summer,Texas,no
363,,,,,no
10012,Class A,1988,Winter,Idaho,yes
10157,Class A,1988,Spring,Texas,yes
11576,Class A,1988,Fall,California,yes
12587,Class A,1988,Summer,Florida,yes
12789,Class B,1988,Fall,Ohio,yes
13692,Class A,1988,Summer,Idaho,no
24530,Class B,1988,Fall,Utah,yes
24815,Class A,1988,Winter,Indiana,yes
26997,Class A,1988,Summer,Ohio,yes
27564,Class A,1988,Spring,Texas,yes
28012,Class B,1988,Winter,Pennsylvania,yes
28326,Class B,1988,Spring,Alabama,yes
29403,Class B,1988,Fall,Tennessee,yes
31100,Class B,1988,Spring,Ohio,yes
43217,Class B,1988,Summer,Alabama,yes
43758,Class A,1988,Fall,Pennsylvania,yes
51530,Class B,1988,Summer,California,yes
65277,Class A,1988,Winter,Missouri,yes
145,Class B,1989,Winter,New York,no
174,Class A,1989,Spring,California,yes
510,,,,,no
216,Class B,1989,Summer,Pennsylvania,no
591,Class A,1989,Fall,Florida,no
683,Class A,1989,Unknown,Oregon,no
746,Class A,1989,Spring,Florida,no
878,Class A,1989,Summer,Ohio,yes
902,Class A,1989,Fall,Wyoming,no
933,Class A,1989,Summer,Washington,yes
1138,Class A,1989,Winter,Missouri,no
1180,Class B,1989,Winter,Vermont,no
1199,Class A,1989,Summer,Massachusetts,no
1601,Class A,1989,Winter,New York,no
1649,Class C,1989,Summer,Montana,no
1693,Class A,1989,Spring,Montana,no
2150,Class B,1989,Summer,California,no
2168,Class B,1989,Summer,Indiana,yes
2210,Class A,1989,Summer,California,no
2351,Class B,1989,Fall,Utah,no
2897,Class A,1989,Spring,Michigan,yes
3387,Class B,1989,Summer,Oregon,yes
3474,Class A,1989,Fall,Illinois,yes
6443,Class A,1989,Summer,Tennessee,no
7326,Class B,1989,Fall,Tennessee,yes
8107,Class A,1989,Winter,Texas,yes
9426,Class B,1989,Fall,California,yes
10034,Class B,1989,Fall,Oregon,yes
10220,Class B,1989,Fall,Tennessee,yes
10910,Class A,1989,Fall,Illinois,yes
12959,Class A,1989,Winter,West Virginia,yes
13548,Class B,1989,Summer,Arizona,yes
13663,Class A,1989,Fall,North Carolina,yes
626,,,,,no
15630,Class A,1989,Spring,Colorado,yes
17195,Class B,1989,Fall,Utah,yes
18680,Class B,1989,Summer,North Carolina,yes
24738,Class B,1989,Summer,New Jersey,yes
24794,Class B,1989,Spring,Minnesota,yes
27141,Class B,1989,Summer,Iowa,yes
27783,Class A,1989,Summer,Michigan,yes
29330,Class B,1989,Spring,Maryland,yes
30063,Class B,1989,Fall,Arkansas,yes
30159,Class B,1989,Winter,Missouri,yes
38375,Class B,1989,Fall,Arizona,yes
41734,Class B,1989,Fall,Wisconsin,yes
44368,Class A,1989,Spring,Washington,yes
65278,Class A,1989,Fall,Missouri,yes
317,Class A,1990,Spring,Kentucky,yes
568,Class B,1990,Fall,Washington,yes
638,Class B,1990,Summer,Texas,yes
724,Class A,1990,Unknown,Florida,no
1022,Class A,1990,Fall,Alabama,no
1367,Class A,1990,Summer,Colorado,no
1388,Class A,1990,Spring,Washington,no
1587,Class A,1990,Spring,Washington,no
2041,Class A,1990,Summer,Oklahoma,yes
2191,Class A,1990,Unknown,California,no
2394,Class A,1990,Summer,Texas,no
615,,,,,no
2394,Class A,1990,Summer,Texas,no
2405,Class A,1990,Spring,New York,yes
2843,Class B,1990,Summer,California,no
174,,,,,no
3379,Class B,1990,Fall,Washington,yes
4325,Class A,1990,Fall,Michigan,yes
4508,Class B,1990,Winter,New York,no
4976,Class A,1990,Fall,Ohio,no
4987,Class A,1990,Fall,Idaho,yes
5022,Class B,1990,Winter,New York,no
5064,Class B,1990,Fall,Missouri,yes
5253,Class B,1990,Summer,California,yes
5742,Class B,1990,Summer,Illinois,yes
6160,Class B,1990,Fall,California,yes
6782,Class A,1990,Fall,Colorado,no
7085,Class A,1990,Summer,Ohio,yes
7967,Class B,1990,Summer,Oregon,yes
8060,Class A,1990,Fall,Tennessee,yes
9036,Class A,1990,Unknown,Texas,yes
9665,Class B,1990,Spring,Washington,yes
11514,Class A,1990,Summer,Arizona,yes
12628,Class B,1990,Summer,Florida,yes
15492,Class A,1990,Summer,North Carolina,yes
16228,Class B,1990,Summer,West Virginia,yes
20100,Class A,1990,Fall,Michigan,yes
21142,Class A,1990,Fall,Kentucky,yes
22865,Class A,1990,Summer,Virginia,yes
24755,Class A,1990,Winter,Washington,yes
477,,,,,no
27237,Class A,1990,Summer,Texas,yes
27480,Class A,1990,Spring,Alabama,yes
28305,Class B,1990,Summer,Texas,yes
29025,Class A,1990,Summer,Washington,yes
33789,Class A,1990,Fall,Florida,yes
34572,Class B,1990,Summer,New Jersey,yes
43588,Class A,1990,Fall,Michigan,yes
51739,Class A,1990,Fall,Kentucky,yes
62497,Class A,1990,Spring,California,no
63984,Class A,1990,Summer,Arkansas,yes
573,Class A,1991,Fall,Arizona,no
386,,,,,no
384,,,,,no
44,,,,,no
385,,,,,no
624,Class B,1991,Summer,Oregon,yes
668,Class B,1991,Summer,Oregon,no
694,Class A,1991,Summer,Oregon,no
55,,,,,no
381,,,,,no
767,Class A,1991,Fall,Michigan,yes
889,Class A,1991,Summer,Washington,yes
938,Class A,1991,Fall,Washington,no
938,Class A,1991,Fall,Washington,no
1064,Class A,1991,Fall,Minnesota,no
653,,,,,no
622,,,,,no
1135,Class A,1991,Spring,Missouri,no
1314,Class A,1991,Fall,Kansas,no
1368,Class A,1991,Summer,Colorado,no
1390,Class A,1991,Summer,Washington,yes
1395,Class A,1991,Spring,Washington,yes
1407,Class A,1991,Summer,Florida,yes
1427,Class B,1991,Summer,New Jersey,no
56,,,,,no
1571,Class A,1991,Spring,Washington,no
1600,Class A,1991,Spring,Washington,no
1794,Class B,1991,Spring,California,yes
2147,Class A,1991,Summer,California,yes
2391,Class A,1991,Summer,Kentucky,no
379,,,,,no
376,,,,,no
58,,,,,no
57,,,,,no
375,,,,,no
2467,Class A,1991,Summer,Indiana,no
2558,Class B,1991,Summer,California,yes
2758,Class A,1991,Winter,Pennsylvania,yes
584,,,,,no
382,,,,,no
60,,,,,no
2787,Class A,1991,Summer,Michigan,yes
3169,Class A,1991,Fall,California,yes
3380,Class A,1991,Fall,Ohio,no
4200,Class A,1991,Summer,Ohio,no
4709,Class B,1991,Spring,Pennsylvania,yes
5552,Class A,1991,Summer,Missouri,yes
8948,Class B,1991,Fall,Oregon,yes
746,,,,,no
9175,Class B,1991,Summer,Washington,no
9393,Class A,1991,Fall,Oregon,yes
10609,Class B,1991,Summer,Wisconsin,yes
10925,Class A,1991,Winter,Ohio,yes
11897,Class A,1991,Summer,California,yes
13383,Class A,1991,Fall,Montana,yes
13964,Class B,1991,Fall,Arizona,yes
14801,Class A,1991,Spring,North Carolina,yes
722,,,,,no
15108,Class A,1991,Fall,North Carolina,yes
17189,Class B,1991,Summer,Ohio,yes
18297,Class A,1991,Spring,Kentucky,yes
18298,Class A,1991,Summer,California,yes
22147,Class A,1991,Fall,Iowa,yes
23768,Class A,1991,Spring,California,yes
24235,Class A,1991,Winter,South Carolina,yes
24767,Class B,1991,Fall,Missouri,yes
61,,,,,no
26224,Class B,1991,Fall,Oregon,yes
27473,Class A,1991,Fall,Washington,yes
28418,Class A,1991,Summer,Florida,yes
30573,Class A,1991,Fall,Missouri,yes
570,,,,,no
33638,Class A,1991,Fall,Illinois,yes
37823,Class A,1991,Summer,Michigan,yes
39639,Class B,1991,Summer,New Jersey,yes
48599,Class B,1991,Winter,Florida,yes
63748,Class A,1991,Fall,Washington,yes
67480,Class A,1991,Summer,California,yes
97,Class B,1992,Winter,California,yes
15,,,,,no
264,Class A,1992,Fall,California,yes
283,Class B,1992,Summer,Washington,no
687,Class B,1992,Fall,Oregon,no
742,Class A,1992,Summer,Oklahoma,yes
1065,Class A,1992,Spring,Oregon,yes
1260,Class A,1992,Fall,Alaska,no
1283,Class B,1992,Winter,Florida,yes
1305,Class A,1992,Spring,Oklahoma,no
1769,Class A,1992,Summer,Virginia,no
2457,Class B,1992,Winter,Indiana,no
2804,Class A,1992,Fall,Wisconsin,no
3298,Class A,1992,Fall,New York,no
3683,Class B,1992,Unknown,California,yes
3731,Class A,1992,Fall,Oklahoma,yes
4139,Class B,1992,Fall,Texas,no
4478,Class A,1992,Summer,Pennsylvania,yes
4542,Class B,1992,Fall,Tennessee,no
4859,Class A,1992,Spring,Washington,yes
4947,Class B,1992,Summer,California,yes
5030,Class A,1992,Unknown,Ohio,no
5136,Class B,1992,Spring,Washington,yes
6419,Class A,1992,Spring,Tennessee,no
6824,Class A,1992,Spring,California,yes
7059,Class B,1992,Winter,Arkansas,yes
7146,Class A,1992,Summer,Washington,yes
7519,Class A,1992,Winter,Texas,yes
8784,Class B,1992,Fall,California,yes
9283,Class A,1992,Summer,California,yes
10729,Class A,1992,Fall,Ohio,yes
11089,Class B,1992,Spring,New York,yes
11304,Class B,1992,Fall,Oregon,yes
17730,Class A,1992,Winter,Virginia,yes
18043,Class A,1992,Summer,Alabama,yes
18707,Class A,1992,Summer,Georgia,yes
22899,Class B,1992,Spring,Alabama,yes
23300,Class B,1992,Winter,Washington,yes
23615,Class A,1992,Summer,North Carolina,yes
24254,Class A,1992,Summer,Arkansas,yes
24673,Class A,1992,Fall,Illinois,yes
24862,Class B,1992,Fall,Indiana,yes
24868,Class A,1992,Fall,Michigan,yes
25323,Class A,1992,Summer,Minnesota,yes
38946,Class B,1992,Fall,Michigan,yes
42364,Class A,1992,Summer,Arizona,yes
65862,Class A,1992,Unknown,California,yes
417,Class A,1993,Summer,South Carolina,yes
451,Class A,1993,Summer,Alabama,yes
475,Class B,1993,Summer,Michigan,yes
657,Class B,1993,Summer,Oregon,yes
659,Class A,1993,Spring,Oregon,yes
698,Class A,1993,Winter,Oregon,yes
701,Class B,1993,Summer,Oregon,no
720,,,,,no
720,Class A,1993,Winter,Florida,no
789,Class A,1993,Summer,South Carolina,no
812,Class A,1993,Summer,Michigan,no
1005,Class A,1993,Winter,Pennsylvania,yes
1045,Class A,1993,Fall,Kentucky,yes
1055,Class A,1993,Spring,California,yes
1129,Class A,1993,Spring,Michigan,yes
1431,Class B,1993,Summer,Texas,yes
197,,,,,no
1454,Class A,1993,Summer,Montana,no
1568,Class A,1993,Fall,Washington,yes
1750,Class A,1993,Summer,Ohio,yes
1864,Class A,1993,Winter,Georgia,no
2247,Class A,1993,Fall,California,no
2283,Class A,1993,Summer,Virginia,no
2311,Class B,1993,Winter,California,yes
2319,Class B,1993,Fall,Idaho,no
2363,Class A,1993,Winter,Kentucky,no
2368,Class A,1993,Summer,Kentucky,no
2784,Class B,1993,Fall,Pennsylvania,yes
2842,Class A,1993,Summer,California,no
2886,Class A,1993,Summer,California,yes
2954,Class A,1993,Summer,California,no
2956,Class A,1993,Winter,California,no
3558,Class A,1993,Spring,Pennsylvania,no
4117,Class A,1993,Spring,Pennsylvania,no
4446,Class A,1993,Summer,California,yes
4458,Class B,1993,Summer,Ohio,yes
4945,Class B,1993,Fall,Minnesota,yes
5495,Class A,1993,Summer,Washington,no
6875,Class A,1993,Fall,Maryland,yes
7148,Class B,1993,Fall,Oregon,yes
7566,Class A,1993,Summer,Arizona,yes
7597,Class A,1993,Winter,Washington,yes
8375,Class A,1993,Winter,Washington,yes
10097,Class A,1993,Summer,Oregon,yes
432,,,,,no
431,,,,,no
10272,Class A,1993,Winter,Texas,yes
10470,Class B,1993,Summer,Washington,yes
424,,,,,no
11389,Class A,1993,Fall,Texas,yes
12216,Class A,1993,Summer,Oregon,yes
12929,Class B,1993,Summer,Washington,yes
13424,Class A,1993,Winter,California,yes
594,,,,,no
14407,Class A,1993,Fall,California,yes
19354,Class B,1993,Summer,Florida,yes
22973,Class A,1993,Summer,Michigan,yes
23696,Class A,1993,Spring,Florida,yes
24574,Class A,1993,Summer,California,yes
25768,Class B,1993,Winter,Michigan,yes
26487,Class A,1993,Fall,Idaho,yes
26850,Class A,1993,Fall,California,yes
27177,Class A,1993,Unknown,California,yes
27785,Class A,1993,Fall,Missouri,yes
28637,Class A,1993,Spring,Georgia,yes
29244,Class B,1993,Fall,Tennessee,yes
29975,Class B,1993,Spring,Washington,yes
30596,Class B,1993,Fall,Kentucky,yes
31814,Class A,1993,Fall,Maryland,yes
37697,Class A,1993,Fall,Illinois,yes
41427,Class A,1993,Summer,Missouri,yes
45649,Class A,1993,Spring,Texas,yes
55451,Class A,1993,Fall,Washington,yes
63362,Class B,1993,Spring,Montana,yes
608,,,,,no
618,,,,,no
246,Class A,1994,Winter,Florida,yes
273,Class B,1994,Fall,Alabama,yes
531,Class A,1994,Fall,Oregon,yes
676,Class B,1994,Summer,Oregon,no
588,,,,,no
686,Class B,1994,Summer,Oregon,no
958,Class A,1994,Fall,Washington,no
589,,,,,no
590,,,,,no
591,,,,,no
980,Class A,1994,Fall,Oregon,yes
1036,Class B,1994,Summer,California,yes
425,,,,,no
1060,Class A,1994,Summer,Minnesota,no
1114,Class A,1994,Summer,California,yes
422,,,,,no
421,,,,,no
471,,,,,no
1351,Class A,1994,Summer,Colorado,yes
1363,Class A,1994,Fall,Colorado,no
1411,Class A,1994,Summer,Wyoming,yes
1518,Class B,1994,Fall,Montana,no
472,,,,,no
1831,Class B,1994,Fall,Florida,yes
1841,Class B,1994,Summer,Washington,yes
1951,Class A,1994,Summer,Utah,no
2115,Class A,1994,Spring,Utah,yes
2435,Class A,1994,Fall,Kentucky,no
3337,Class A,1994,Fall,North Carolina,no
3866,Class B,1994,Spring,Pennsylvania,yes
4094,Class A,1994,Fall,Arkansas,no
4202,Class A,1994,Fall,Ohio,no
4614,Class A,1994,Spring,Colorado,yes
4761,Class B,1994,Fall,Wisconsin,yes
434,,,,,no
4961,Class B,1994,Winter,Ohio,no
5509,Class B,1994,Summer,California,yes
5627,Class A,1994,Summer,Montana,yes
5801,Class A,1994,Spring,Florida,yes
6429,Class A,1994,Fall,California,yes
6461,Class A,1994,Winter,Tennessee,no
6712,Class B,1994,Summer,Washington,yes
7045,Class A,1994,Spring,Arkansas,yes
7229,Class A,1994,Spring,Washington,yes
7263,Class A,1994,Spring,Oregon,yes
7275,Class B,1994,Summer,Michigan,yes
7827,Class A,1994,Fall,Colorado,yes
8069,Class B,1994,Summer,California,yes
8316,Class A,1994,Spring,Florida,no
8514,Class A,1994,Spring,Florida,yes
9507,Class A,1994,Summer,Arkansas,yes
9607,Class A,1994,Fall,Pennsylvania,yes
10239,Class B,1994,Summer,Texas,yes
10778,Class B,1994,Summer,Maryland,yes
11387,Class B,1994,Spring,Florida,yes
11449,Class B,1994,Winter,Oregon,yes
11519,Class B,1994,Spring,California,yes
14427,Class A,1994,Summer,Florida,yes
15473,Class B,1994,Spring,Alabama,yes
15746,Class A,1994,Summer,Oregon,yes
18278,Class A,1994,Winter,Missouri,yes
718,,,,,no
657,,,,,no
601,,,,,no
677,,,,,no
595,,,,,no
604,,,,,no
602,,,,,no
603,,,,,no
600,,,,,no
670,,,,,no
19206,Class A,1994,Fall,West Virginia,yes
19666,Class B,1994,Winter,Texas,yes
19910,Class A,1994,Fall,Illinois,yes
426,,,,,no
20981,Class B,1994,Summer,Florida,yes
23033,Class A,1994,Fall,Washington,yes
593,,,,,no
24800,Class A,1994,Summer,Kentucky,yes
25062,Class B,1994,Fall,West Virginia,yes
27486,Class B,1994,Spring,Tennessee,yes
635,,,,,no
597,,,,,no
27941,Class A,1994,Spring,Kentucky,yes
28777,Class B,1994,Winter,Pennsylvania,yes
28820,Class A,1994,Winter,Ohio,yes
29326,Class A,1994,Spring,Georgia,yes
650,,,,,no
48372,Class A,1994,Fall,Ohio,yes
63795,Class A,1994,Winter,Kansas,yes
63832,Class A,1994,Fall,New York,yes
109,Class A,1995,Summer,Oregon,yes
116,Class B,1995,Spring,Oregon,yes
650,Class B,1995,Fall,Oregon,no
654,Class A,1995,Fall,Oregon,no
693,Class B,1995,Fall,Oregon,no
707,Class A,1995,Summer,Oregon,no
946,Class A,1995,Summer,Washington,no
949,Class B,1995,Fall,Arizona,yes
971,Class A,1995,Summer,South Carolina,no
1068,Class A,1995,Fall,California,yes
452,,,,,no
1077,Class A,1995,Spring,Washington,no
1389,Class B,1995,Fall,Washington,no
1557,Class A,1995,Summer,California,yes
1602,Class A,1995,Summer,Washington,no
592,,,,,no
1637,Class A,1995,Spring,Arkansas,no
598,,,,,no
2062,Class A,1995,Fall,Idaho,no
2148,Class B,1995,Fall,California,yes
451,,,,,no
2226,Class A,1995,Fall,California,no
2280,Class B,1995,Summer,Virginia,no
2317,Class A,1995,Summer,Idaho,no
429,,,,,no
2353,Class B,1995,Fall,Oklahoma,yes
2365,Class C,1995,Unknown,Kentucky,no
2384,Class A,1995,Winter,Kentucky,no
2389,Class B,1995,Summer,Kentucky,no
2460,Class B,1995,Spring,Indiana,yes
2819,Class A,1995,Spring,California,no
2850,Class A,1995,Winter,Ohio,yes
2917,Class A,1995,Spring,Alaska,yes
2960,Class C,1995,Winter,California,no
2961,Class B,1995,Fall,California,no
3297,Class A,1995,Fall,Oregon,yes
3438,Class A,1995,Spring,Washington,yes
4109,Class B,1995,Winter,Georgia,yes
4159,Class C,1995,Fall,Texas,no
636,,,,,no
5121,Class B,1995,Summer,Connecticut,yes
5259,Class B,1995,Fall,Ohio,yes
6406,Class B,1995,Summer,Vermont,yes
6541,Class A,1995,Fall,Oklahoma,yes
7568,Class A,1995,Fall,Texas,yes
7823,Class B,1995,Summer,New Mexico,yes
8460,Class B,1995,Summer,Idaho,yes
8502,Class A,1995,Spring,Wisconsin,yes
10249,Class B,1995,Fall,New Jersey,yes
11260,Class A,1995,Fall,Texas,yes
13411,Class A,1995,Fall,Colorado,yes
13653,Class A,1995,Summer,Oregon,yes
13882,Class B,1995,Winter,Ohio,yes
14828,Class B,1995,Spring,Michigan,yes
15067,Class A,1995,Fall,Oregon,yes
15251,Class A,1995,Winter,Illinois,yes
668,,,,,no
648,,,,,no
648,,,,,no
651,,,,,no
581,,,,,no
579,,,,,no
580,,,,,no
606,,,,,no
15885,Class A,1995,Summer,Ohio,yes
16295,Class A,1995,Winter,Washington,yes
17326,Class B,1995,Fall,Virginia,yes
21254,Class B,1995,Winter,Florida,yes
22192,Class B,1995,Winter,New Jersey,yes
23319,Class B,1995,Summer,California,yes
25907,Class B,1995,Fall,Oregon,yes
26101,Class A,1995,Winter,Washington,yes
26222,Class B,1995,Summer,Washington,yes
28123,Class A,1995,Summer,Washington,yes
29704,Class B,1995,Summer,Tennessee,yes
30735,Class A,1995,Fall,North Carolina,yes
33908,Class A,1995,Summer,Washington,yes
36218,Class A,1995,Spring,Florida,yes
38013,Class B,1995,Winter,Washington,yes
596,,,,,no
430,,,,,no
44066,Class B,1995,Spring,Ohio,yes
62405,Class B,1995,Summer,Kansas,yes
65566,Class B,1995,Summer,California,yes
649,,,,,no
656,,,,,no
140,Class B,1996,Summer,Colorado,no
292,Class A,1996,Fall,Indiana,yes
329,Class A,1996,Fall,Maryland,yes
398,Class A,1996,Summer,Georgia,yes
450,,,,,no
491,Class B,1996,Summer,New Mexico,no
564,Class A,1996,Summer,Kansas,yes
660,Class A,1996,Summer,Oregon,no
663,Class B,1996,Summer,Oregon,no
664,Class A,1996,Fall,Oregon,no
665,Class B,1996,Fall,Oregon,no
721,,,,,no
634,,,,,no
680,Class A,1996,Fall,Oregon,yes
682,Class B,1996,Fall,Oregon,no
730,Class A,1996,Fall,Florida,no
919,Class A,1996,Spring,California,yes
942,Class B,1996,Spring,Washington,no
1082,Class A,1996,Spring,South Dakota,no
1102,Class A,1996,Fall,Washington,no
1170,Class A,1996,Summer,Maryland,no
1227,Class B,1996,Spring,Washington,no
1373,Class A,1996,Fall,Colorado,no
1478,Class B,1996,Summer,Washington,yes
1480,Class B,1996,Fall,Florida,no
1537,Class A,1996,Winter,Louisiana,no
1567,Class B,1996,Spring,Washington,no
1572,Class B,1996,Summer,Washington,no
1573,Class A,1996,Fall,Washington,no
1591,Class B,1996,Winter,Washington,no
1638,Class A,1996,Summer,Arkansas,no
1640,Class A,1996,Fall,Arkansas,no
1665,Class B,1996,Spring,California,no
1685,Class A,1996,Unknown,Washington,no
1686,Class A,1996,Summer,Washington,no
1690,Class B,1996,Fall,Washington,no
1760,Class A,1996,Fall,Colorado,yes
1781,Class A,1996,Summer,Washington,yes
638,,,,,no
637,,,,,no
1907,Class A,1996,Winter,Alabama,no
2032,Class A,1996,Fall,Oklahoma,yes
2048,Class A,1996,Winter,Texas,no
2049,Class A,1996,Winter,Texas,no
2137,Class A,1996,Summer,California,no
2227,Class A,1996,Summer,California,no
2315,Class B,1996,Summer,Idaho,yes
2352,Class A,1996,Spring,Utah,no
2600,Class A,1996,Spring,Washington,yes
420,,,,,no
2820,Class A,1996,Spring,California,no
3044,Class C,1996,Unknown,Wisconsin,no
3390,Class B,1996,Fall,Texas,yes
3557,Class B,1996,Fall,Pennsylvania,no
633,,,,,no
704,,,,,no
632,,,,,no
631,,,,,no
630,,,,,no
3564,Class B,1996,Spring,Pennsylvania,no
3664,Class A,1996,Summer,Colorado,yes
4187,Class B,1996,Spring,Idaho,yes
610,,,,,no
4337,Class A,1996,Winter,Texas,yes
4974,Class B,1996,Summer,Ohio,no
5186,Class B,1996,Summer,Washington,yes
5242,Class B,1996,Fall,Oregon,yes
5326,Class A,1996,Fall,New York,no
7096,Class A,1996,Summer,Michigan,yes
7649,Class A,1996,Winter,Texas,yes
7651,Class B,1996,Summer,Maryland,no
7870,Class A,1996,Fall,Idaho,yes
8042,Class A,1996,Fall,Ohio,yes
8116,Class B,1996,Winter,Texas,yes
9305,Class A,1996,Summer,Texas,yes
9385,Class A,1996,Summer,Texas,yes
9797,Class A,1996,Summer,Oregon,yes
10289,Class A,1996,Summer,New York,yes
10805,Class B,1996,Fall,Pennsylvania,yes
10934,Class B,1996,Spring,Oregon,no
11998,Class A,1996,Fall,Kentucky,yes
12641,Class A,1996,Fall,Kentucky,yes
13122,Class B,1996,Fall,West Virginia,yes
14677,Class A,1996,Fall,Pennsylvania,yes
599,,,,,no
16896,Class B,1996,Winter,Kentucky,yes
16994,Class A,1996,Spring,Washington,yes
18395,Class B,1996,Spring,Florida,yes
20579,Class B,1996,Fall,Michigan,yes
23521,Class A,1996,Summer,Idaho,yes
24602,Class B,1996,Summer,Utah,yes
25241,Class A,1996,Summer,Nebraska,yes
25703,Class A,1996,Fall,Oklahoma,yes
26100,Class A,1996,Fall,Arkansas,yes
34728,Class A,1996,Summer,Illinois,yes
41492,Class B,1996,Summer,Massachusetts,yes
55224,Class A,1996,Summer,Illinois,yes
62813,Class A,1996,Summer,Missouri,yes
76,Class B,1997,Summer,Arkansas,no
105,Class A,1997,Fall,Pennsylvania,no
493,Class B,1997,Fall,Tennessee,no
615,Class A,1997,Winter,California,yes
702,Class A,1997,Fall,Oregon,no
721,Class A,1997,Summer,Florida,yes
729,Class A,1997,Summer,Florida,no
810,Class A,1997,Fall,Michigan,no
823,Class B,1997,Spring,Michigan,no
865,Class A,1997,Winter,California,yes
903,Class A,1997,Summer,Wyoming,no
928,Class B,1997,Spring,Washington,no
959,Class A,1997,Fall,Washington,no
961,Class A,1997,Winter,Alabama,no
993,Class A,1997,Summer,South Carolina,yes
1105,Class A,1997,Fall,Wisconsin,no
1118,Class A,1997,Spring,Missouri,no
1204,Class B,1997,Winter,West Virginia,no
1206,Class A,1997,Fall,West Virginia,no
1225,Class A,1997,Summer,Washington,no
1240,Class A,1997,Fall,Wyoming,no
1274,Class A,1997,Summer,Iowa,no
202,,,,,no
1296,Class A,1997,Fall,Oklahoma,no
1297,Class A,1997,Summer,Oklahoma,no
1298,Class A,1997,Summer,Oklahoma,no
1345,Class A,1997,Fall,Mississippi,no
1349,Class B,1997,Unknown,Colorado,no
1352,Class A,1997,Summer,Colorado,no
1354,Class A,1997,Fall,Colorado,no
1359,Class A,1997,Fall,Colorado,no
1394,Class B,1997,Summer,Washington,no
1428,Class B,1997,Spring,New Jersey,yes
1434,Class C,1997,Winter,Utah,no
1453,Class B,1997,Fall,New York,no
1525,Class A,1997,Fall,New York,no
275,,,,,no
1569,Class B,1997,Winter,Washington,no
1594,Class A,1997,Fall,Washington,no
1633,Class B,1997,Summer,Texas,yes
1650,Class A,1997,Fall,Washington,yes
203,,,,,no
1687,Class A,1997,Unknown,Washington,no
1995,Class B,1997,Fall,Alaska,yes
2026,Class B,1997,Spring,Oregon,yes
2059,Class A,1997,Spring,Idaho,no
2102,Class A,1997,Summer,Oregon,yes
2157,Class B,1997,Summer,Texas,no
2281,Class A,1997,Spring,Virginia,no
2367,Class A,1997,Fall,Kentucky,no
2464,Class B,1997,Winter,Indiana,no
2788,Class A,1997,Winter,Oklahoma,yes
2863,Class A,1997,Fall,Wisconsin,no
2873,Class B,1997,Summer,California,no
2955,Class B,1997,Summer,California,no
3381,Class A,1997,Summer,Ohio,yes
3386,Class C,1997,Spring,Ohio,no
3541,Class B,1997,Summer,Pennsylvania,no
3542,Class A,1997,Fall,Pennsylvania,no
3563,Class A,1997,Summer,Pennsylvania,no
3569,Class A,1997,Summer,Pennsylvania,no
3895,Class A,1997,Summer,New Mexico,yes
4557,Class A,1997,Summer,Ohio,no
4767,Class A,1997,Fall,Mississippi,yes
4901,Class B,1997,Summer,New York,no
4951,Class A,1997,Fall,Ohio,no
4967,Class B,1997,Spring,Ohio,no
5160,Class A,1997,Summer,California,yes
5228,Class A,1997,Spring,Arkansas,yes
5262,Class B,1997,Winter,Ohio,yes
5493,Class A,1997,Summer,Colorado,yes
5703,Class B,1997,Fall,New York,no
5813,Class A,1997,Fall,Utah,yes
6755,Class B,1997,Fall,Colorado,no
7441,Class A,1997,Summer,Washington,no
7493,Class B,1997,Fall,Ohio,yes
78,,,,,no
77,,,,,no
7514,Class B,1997,Spring,New York,yes
8135,Class A,1997,Fall,Maryland,yes
8429,Class B,1997,Fall,Mississippi,yes
8804,Class A,1997,Fall,North Carolina,yes
8880,Class B,1997,Spring,Georgia,no
9863,Class B,1997,Spring,Washington,yes
10324,Class B,1997,Summer,Oregon,no
10927,Class A,1997,Fall,Missouri,yes
11070,Class A,1997,Summer,Idaho,yes
11549,Class B,1997,Summer,Arizona,yes
12470,Class A,1997,Summer,Missouri,yes
13768,Class B,1997,Fall,Idaho,yes
15318,Class B,1997,Summer,Florida,yes
16701,Class A,1997,Fall,New Jersey,yes
16870,Class A,1997,Fall,Wisconsin,yes
17168,Class B,1997,Summer,Alabama,yes
17287,Class A,1997,Fall,Utah,yes
18122,Class A,1997,Spring,New York,yes
19588,Class A,1997,Fall,Indiana,yes
22431,Class B,1997,Summer,California,yes
25552,Class B,1997,Fall,Colorado,yes
25793,Class A,1997,Summer,Indiana,yes
28090,Class B,1997,Fall,Nebraska,yes
28803,Class A,1997,Fall,Indiana,yes
28873,Class A,1997,Fall,Texas,yes
29675,Class A,1997,Fall,Michigan,yes
30645,Class B,1997,Fall,Illinois,yes
45665,Class A,1997,Winter,Tennessee,yes
48655,Class B,1997,Summer,Missouri,yes
79,,,,,no
50678,Class B,1997,Summer,Washington,yes
55225,Class B,1997,Fall,Missouri,yes
59099,Class B,1997,Summer,Washington,yes
62496,Class B,1997,Fall,California,yes
62558,Class A,1997,Fall,Minnesota,yes
62678,Class A,1997,Spring,Arkansas,yes
64019,Class A,1997,Summer,Oregon,yes
186,Class A,1998,Fall,Arkansas,yes
80,,,,,no
202,Class A,1998,Spring,Illinois,yes
378,Class A,1998,Summer,Ohio,no
455,Class B,1998,Summer,Oregon,yes
580,Class B,1998,Summer,Pennsylvania,yes
596,Class B,1998,Fall,California,no
690,Class A,1998,Summer,Oregon,yes
